,Noise Param,Error Qx
0,9.999999999999999e-05,0.0008992354078469211
1,0.00010974987654930556,0.0009868279828657012
2,0.00012045035402587825,0.0010829440148868441
3,0.00013219411484660285,0.0011884111164587874
4,0.000145082877849594,0.001304136894271668
5,0.00015922827933410923,0.0014311166062891956
6,0.00017475284000076832,0.0015704415364899416
7,0.00019179102616724886,0.0017233081512704196
8,0.00021049041445120195,0.0018910281066657486
9,0.00023101297000831602,0.00207503918082258
10,0.00025353644939701115,0.002276917211703866
11,0.0002782559402207126,0.0024983891257422397
12,0.0003053855508833415,0.0027413471490368435
13,0.00033516026509388406,0.0030078642986420268
14,0.0003678379771828634,0.003300211257445007
15,0.0004037017258596554,0.00362087474193562
16,0.0004430621457583882,0.003972577477726169
17,0.00048626015800653534,0.004358299902714746
18,0.0005336699231206312,0.00478130372214669
19,0.0005857020818056667,0.00524515744315962
20,0.0006428073117284319,0.005753764018320728
21,0.0007054802310718646,0.006311390727757216
22,0.000774263682681127,0.006922701427141242
23,0.0008497534359086447,0.007592791283355271
24,0.0009326033468832199,0.008327224110254494
25,0.0010235310218990267,0.009132072402657787
26,0.0011233240329780276,0.01001396014615713
27,0.0012328467394420659,0.010980108452310788
28,0.0013530477745798074,0.012038384031347271
29,0.001484968262254465,0.013197350465799895
30,0.0016297508346206433,0.014466322186028058
31,0.001788649529057435,0.015855420969581646
32,0.0019630406500402726,0.01737563468765707
33,0.0021544346900318847,0.019038877899585416
34,0.002364489412645407,0.02085805374628308
35,0.002595024211399737,0.0228471164108352
36,0.002848035868435802,0.025021133193575407
37,0.003125715849688235,0.027396344984006615
38,0.003430469286314919,0.02999022359623038
39,0.0037649358067924714,0.03282152406113048
40,0.0041320124001153384,0.035910329530253526
41,0.004534878508128582,0.039278085935885
42,0.004977023564332114,0.04294762296264648
43,0.0054622772176843425,0.04694315721245246
44,0.005994842503189409,0.05129027268327496
45,0.006579332246575682,0.05601587283260612
46,0.007220809018385471,0.06114809756314349
47,0.007924828983539177,0.06671619746234653
48,0.008697490026177835,0.07275035656988027
49,0.009545484566618348,0.07928145387114327
50,0.010476157527896652,0.08634075267146074
51,0.011497569953977368,0.09395950606618964
52,0.01261856883066021,0.10216846598632956
53,0.01384886371393873,0.11099728290010225
54,0.015199110829529348,0.12047378336143882
55,0.01668100537200059,0.13062311343563154
56,0.018307382802953697,0.14146673787176306
57,0.020092330025650477,0.15302128805585463
58,0.022051307399030454,0.16529725664539602
59,0.02420128264794383,0.17829754377456541
60,0.026560877829466867,0.19201586927120606
61,0.02915053062825179,0.20643507786649068
62,0.03199267137797385,0.221525380256126
63,0.03511191734215135,0.2372425922748161
64,0.03853528593710531,0.2535264572756001
65,0.04229242874389499,0.27029916252001174
66,0.04641588833612782,0.28746418779871913
67,0.0509413801481638,0.30490565156211613
68,0.055908101825122285,0.3224883433932971
69,0.06135907273413176,0.34005864725539
70,0.06734150657750827,0.35744656176621303
71,0.07390722033525782,0.3744690047183329
72,0.08111308307896872,0.3909345413189031
73,0.08902150854450393,0.4066495915286029
74,0.09770099572992255,0.4214260456516981
75,0.10722672220103242,0.4350900474576774
76,0.1176811952434999,0.44749149645267244
77,0.1291549665014884,0.4585135921151454
78,0.14174741629268062,0.46808152337686415
79,0.15556761439304723,0.4761692416924535
80,0.1707352647470692,0.4828032033789305
81,0.1873817422860385,0.4880620881590638
82,0.20565123083486536,0.4920718457836781
83,0.22570197196339215,0.4949960062084426
84,0.24770763559917114,0.4970219651642607
85,0.2718588242732943,0.4983447993924557
86,0.298364724028334,0.49915086744930415
87,0.3274549162877732,0.4996037627993628
88,0.359381366380463,0.49983489424682026
89,0.394420605943766,0.4999400140407988
90,0.4328761281083061,0.499981584957932
91,0.4750810162102798,0.4999954224717484
92,0.521400828799969,0.49999913210944125
93,0.5722367659350219,0.49999988501738374
94,0.6280291441834259,0.49999999070754525
95,0.6892612104349701,0.4999999996351718
96,0.7564633275546291,0.49999999999545924
97,0.8302175681319752,0.4999999999999931
98,0.9111627561154896,0.5
99,1.0,0.5
