,Noise Param,Error Qx
0,9.999999999999999e-05,0.0002
1,0.00031622776601683794,0.0011
2,0.001,0.0034
3,0.0031622776601683794,0.0114
4,0.01,0.0398
5,0.03162277660168379,0.1141
6,0.09999999999999999,0.2881
7,0.31622776601683794,0.4773
8,1.0,0.5001
