,Noise Param,Error Qx
0,9.999999999999999e-05,0.0012
1,0.00031622776601683794,0.0045
2,0.001,0.0147
3,0.0031622776601683794,0.0398
4,0.01,0.1224
5,0.03162277660168379,0.2996
6,0.09999999999999999,0.4723
7,0.31622776601683794,0.5046
8,1.0,0.4972
