,Noise Param,Error Qz
0,9.999999999999999e-05,0.00039986002799646814
1,0.00010974987654930556,0.00043883091271096353
2,0.00012045035402587825,0.00048159834899785814
3,0.00013219411484660285,0.0005285318700831709
4,0.000145082877849594,0.0005800369103107772
5,0.00015922827933410923,0.0006365582793212976
6,0.00017475284000076832,0.0006985839696268537
7,0.00019179102616724886,0.0007666493289882337
8,0.00021049041445120195,0.0008413416318610034
9,0.00023101297000831602,0.0009233050872381465
10,0.00025353644939701115,0.0010132463235370537
11,0.0002782559402207126,0.0011119403947589257
12,0.0003053855508833415,0.0012202373559934143
13,0.00033516026509388406,0.0013390694604696884
14,0.0003678379771828634,0.0014694590347730796
15,0.0004037017258596554,0.0016125270935539726
16,0.0004430621457583882,0.0017695027600724833
17,0.00048626015800653534,0.0019417335642121225
18,0.0005336699231206312,0.0021306966951800677
19,0.0005857020818056667,0.0023380112919572094
20,0.0006428073117284319,0.002565451860626511
21,0.0007054802310718646,0.0028149629139693766
22,0.000774263682681127,0.0030886749350980125
23,0.0008497534359086447,0.0033889217733126253
24,0.0009326033468832199,0.003718259586702799
25,0.0010235310218990267,0.004079487452158137
26,0.0011233240329780276,0.0044756697691457625
27,0.0012328467394420659,0.004910160588719736
28,0.0013530477745798074,0.005386630003353765
29,0.001484968262254465,0.005909092736046562
30,0.0016297508346206433,0.0064819390682409606
31,0.001788649529057435,0.0071099682448713675
32,0.0019630406500402726,0.007798424490657374
33,0.0021544346900318847,0.00855303576370292
34,0.002364489412645407,0.009380055359614559
35,0.002595024211399737,0.010286306460425942
36,0.002848035868435802,0.011279229696221804
37,0.003125715849688235,0.01236693375169512
38,0.003430469286314919,0.013558249002928513
39,0.0037649358067924714,0.014862784108970573
40,0.0041320124001153384,0.016290985405433056
41,0.004534878508128582,0.017854198849946712
42,0.004977023564332114,0.019564734147980267
43,0.0054622772176843425,0.021435930537688164
44,0.005994842503189409,0.02348222352886381
45,0.006579332246575682,0.02571921166783664
46,0.007220809018385471,0.028163722130563618
47,0.007924828983539177,0.030833873622808372
48,0.008697490026177835,0.033749134681078485
49,0.009545484566618348,0.03693037501222646
50,0.010476157527896652,0.04039990697427581
51,0.011497569953977368,0.04418151367705625
52,0.01261856883066021,0.04830045946009559
53,0.01384886371393873,0.052783477679624935
54,0.015199110829529348,0.05765872980164072
55,0.01668100537200059,0.06295572875256839
56,0.018307382802953697,0.06870521832804505
57,0.020092330025650477,0.07493899921681119
58,0.022051307399030454,0.08168969088593486
59,0.02420128264794383,0.08899041723699791
60,0.026560877829466867,0.09687440264382036
61,0.02915053062825179,0.10537446381257504
62,0.03199267137797385,0.1145223819932385
63,0.03511191734215135,0.12434813959157542
64,0.03853528593710531,0.13487900541382392
65,0.04229242874389499,0.14613845391966102
66,0.04641588833612782,0.15814490633788403
67,0.0509413801481638,0.17091028577395428
68,0.055908101825122285,0.18443838505794202
69,0.06135907273413176,0.19872305567655685
70,0.06734150657750827,0.21374623939646137
71,0.07390722033525782,0.22947588182800438
72,0.08111308307896872,0.2458637898494354
73,0.08902150854450393,0.262843522978713
74,0.09770099572992255,0.2803284425415338
75,0.10722672220103242,0.2982100813063433
76,0.1176811952434999,0.31635703861935893
77,0.1291549665014884,0.334614649017125
78,0.14174741629268062,0.3528057108914775
79,0.15556761439304723,0.370732588561775
80,0.1707352647470692,0.38818100555824475
81,0.1873817422860385,0.4049258152362533
82,0.20565123083486536,0.42073895025563207
83,0.22570197196339215,0.435399596588639
84,0.24770763559917114,0.4487063935760983
85,0.2718588242732943,0.46049111894991424
86,0.298364724028334,0.4706328818111437
87,0.3274549162877732,0.4790713496116837
88,0.359381366380463,0.4858170510820423
89,0.394420605943766,0.4909564547283905
90,0.4328761281083061,0.49464951154329767
91,0.4750810162102798,0.4971179053485844
92,0.521400828799969,0.49862359721737537
93,0.5722367659350219,0.4994394715753944
94,0.6280291441834259,0.49981675112555835
95,0.6892612104349701,0.4999565355927011
96,0.7564633275546291,0.4999938129311837
97,0.8302175681319752,0.49999965476723757
98,0.9111627561154896,0.49999999806031764
99,1.0,0.5
