,Noise Param,Fidelity
0,0.0,1.0
1,0.05263157894736842,0.9487534761428834
2,0.10526315789473684,0.9002770185470581
3,0.15789473684210525,0.8545706272125245
4,0.21052631578947367,0.8116343617439269
5,0.2631578947368421,0.771468162536621
6,0.3157894736842105,0.7340720295906067
7,0.3684210526315789,0.6994459629058838
8,0.42105263157894735,0.6675900220870972
9,0.47368421052631576,0.6385041475296019
10,0.5263157894736842,0.6121883392333984
11,0.5789473684210527,0.5886426568031311
12,0.631578947368421,0.5678670406341553
13,0.6842105263157894,0.549861490726471
14,0.7368421052631579,0.534626066684723
15,0.7894736842105263,0.5221606492996216
16,0.8421052631578947,0.5124653577804565
17,0.894736842105263,0.5055401921272278
18,0.9473684210526315,0.5013850331306458
19,1.0,0.5000000000000001
