,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.7419324068056365
2,0.14285714285714285,0.57935207922805
3,0.21428571428571427,0.4769619497532334
4,0.2857142857142857,0.4114311556632524
5,0.3571428571428571,0.36790076601739896
6,0.42857142857142855,0.33731684486038654
7,0.5,0.3144532160909419
8,0.5714285714285714,0.2964874802870529
9,0.6428571428571428,0.28202015005158465
10,0.7142857142857142,0.27043035354006734
11,0.7857142857142857,0.2614818477192755
12,0.8571428571428571,0.25510212353158374
13,0.9285714285714285,0.2512755049538421
14,1.0,0.25000008998914375
