,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.9311224222183228
2,0.14285714285714285,0.8673469424247742
3,0.21428571428571427,0.8086734414100647
4,0.2857142857142857,0.755102038383484
5,0.3571428571428571,0.706632673740387
6,0.42857142857142855,0.6632652878761292
7,0.5,0.6250000000000001
8,0.5714285714285714,0.5918367505073547
9,0.6428571428571428,0.5637755393981934
10,0.7142857142857142,0.5408163070678712
11,0.7857142857142857,0.5229591727256774
12,0.8571428571428571,0.5102040767669678
13,0.9285714285714285,0.5025510191917418
14,1.0,0.5000000000000001
