,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.7706889879202357
2,0.14285714285714285,0.6057195928108444
3,0.21428571428571427,0.48890538938737943
4,0.2857142857142857,0.40751312283184943
5,0.3571428571428571,0.35170811956150594
6,0.42857142857142855,0.3140551033107617
7,0.5,0.28906255874624526
8,0.5714285714285714,0.2727775846863503
9,0.6428571428571428,0.262426104596356
10,0.7142857142857142,0.25610294522221877
11,0.7857142857142857,0.2525083079451724
12,0.8571428571428571,0.25073310263207615
13,0.9285714285714285,0.2500912201482171
14,1.0,0.25000008998914375
