,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.8853737914448424
2,0.14285714285714285,0.7940702122192272
3,0.21428571428571427,0.7239761090452903
4,0.2857142857142857,0.6671896610541389
5,0.3571428571428571,0.6275655461837485
6,0.42857142857142855,0.5922274564832202
7,0.5,0.5696468072068708
8,0.5714285714285714,0.5478488348529369
9,0.6428571428571428,0.5326676330726663
10,0.7142857142857142,0.5197622844290223
11,0.7857142857142857,0.5110988663488314
12,0.8571428571428571,0.5047525552485679
13,0.9285714285714285,0.5012396811180051
14,1.0,0.5000666743146727
