,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.7122375562930076
2,0.14285714285714285,0.5306225354312021
3,0.21428571428571427,0.41790446247187907
4,0.2857142857142857,0.34895722186796796
5,0.3571428571428571,0.30728140569951795
6,0.42857142857142855,0.28233977999119736
7,0.5,0.26757818771435543
8,0.5714285714285714,0.25900306910880055
9,0.6428571428571428,0.2541997091193242
10,0.7142857142857142,0.25168823735791623
11,0.7857142857142857,0.2505293739358334
12,0.8571428571428571,0.25010427356672993
13,0.9285714285714285,0.25000652193951034
14,1.0,0.25000008998914375
