6.733689251642025475e-01,6.200278773384846343e-01,5.858929639533412281e-01,5.586622836749071119e-01,5.416668245046619701e-01,5.288845400483302983e-01,5.200312635104675785e-01,5.127866764523890675e-01,5.083772460783928526e-01,5.054335000618119800e-01,5.033388323288398025e-01,5.020322795349400069e-01,5.011838542853183087e-01,5.006948647097245741e-01,5.003735472962036468e-01,5.002175438567729726e-01,5.001322704768990102e-01,5.000922344984801704e-01,5.000745389618972414e-01,5.000680513358929380e-01,5.000670062806960026e-01,5.000642707007452170e-01,5.000634565443204949e-01,5.000651896078981418e-01,5.000672212180325982e-01
6.565148372307951785e-01,6.175807778349144961e-01,5.799874075847490928e-01,5.563522058981389407e-01,5.397524914838669474e-01,5.278706476426046068e-01,5.185902623999936178e-01,5.125488379098405156e-01,5.082098724515842214e-01,5.051437561817735400e-01,5.032524309439311283e-01,5.019255505195524547e-01,5.011072152169320226e-01,5.006665744380250915e-01,5.003718985928808927e-01,5.002095059905015129e-01,5.001315229694413000e-01,5.000979647107093307e-01,5.000708356974313817e-01,5.000712626218914991e-01,5.000656153761847689e-01,5.000650346459502016e-01,5.000700140009035621e-01,5.000655374317397595e-01,5.000663409916138447e-01
6.511228499393593161e-01,6.039045542501714214e-01,5.773415073434984279e-01,5.520774019029873747e-01,5.367790692867377977e-01,5.258899375575366575e-01,5.172485013759197114e-01,5.116393257063708289e-01,5.078283261057813247e-01,5.048567655822006062e-01,5.031175016511210130e-01,5.018321648476067320e-01,5.011006402093252099e-01,5.006114433261310559e-01,5.003509480314657365e-01,5.002021332031060252e-01,5.001249044331365079e-01,5.000865698345340338e-01,5.000711829793540453e-01,5.000680798081176270e-01,5.000669586439385750e-01,5.000666826325362857e-01,5.000646080805689619e-01,5.000644424165333612e-01,5.000648774013554121e-01
6.335626693364516671e-01,5.965990077838129180e-01,5.692612643926736604e-01,5.500838187032597304e-01,5.351562225629521441e-01,5.242689413613780269e-01,5.163987648870387304e-01,5.109436394434108131e-01,5.069290466879039503e-01,5.047352600136576495e-01,5.029173784866850516e-01,5.017758542601727934e-01,5.010000763161638337e-01,5.005944162578765955e-01,5.003331315584390593e-01,5.001948830913973687e-01,5.001199446426316531e-01,5.000850243789306537e-01,5.000738412646257292e-01,5.000674122242128039e-01,5.000659537646805486e-01,5.000649793867616433e-01,5.000646510493577113e-01,5.000672511151115218e-01,5.000656026809564558e-01
6.278174194083931958e-01,5.897260985326355787e-01,5.642128236687022902e-01,5.471580047579659434e-01,5.327602421652750664e-01,5.233051879825734165e-01,5.150877008886675101e-01,5.109558611209019663e-01,5.067327716178757768e-01,5.042422992072617127e-01,5.027107056336100888e-01,5.016267345603586669e-01,5.009517675299469674e-01,5.005582485290712702e-01,5.003227830711560742e-01,5.001921709084620193e-01,5.001208654225991479e-01,5.000881983767782035e-01,5.000700273252238759e-01,5.000669401420997362e-01,5.000655921581816932e-01,5.000699966780703942e-01,5.000629357587462742e-01,5.000652874774283996e-01,5.000682068615910358e-01
6.157672374923331970e-01,5.860216527513913976e-01,5.601277265213202572e-01,5.445452855683317051e-01,5.301914532927659574e-01,5.215603668211858945e-01,5.145299985840134926e-01,5.101515000344845063e-01,5.063964934133392548e-01,5.041145710298480243e-01,5.025871755231395843e-01,5.015265961749769685e-01,5.009366213663817291e-01,5.005426497713768574e-01,5.003033350245231770e-01,5.001807184326320099e-01,5.001204856862917492e-01,5.000814151126898865e-01,5.000752559977338363e-01,5.000648355129346800e-01,5.000625640191406207e-01,5.000605374156356087e-01,5.000632914455606093e-01,5.000673322679837218e-01,5.000647301205143336e-01
6.077722612710614314e-01,5.797497299942973026e-01,5.590501284407859428e-01,5.404543065629884291e-01,5.286252303649505713e-01,5.211815641174631919e-01,5.139577727812318919e-01,5.099214368071296466e-01,5.061751763951403138e-01,5.039463534002637246e-01,5.024589889224467809e-01,5.015225763317721075e-01,5.008919872426244035e-01,5.004945098477737719e-01,5.002913514734204092e-01,5.001714807992385659e-01,5.001135074408057379e-01,5.000838523754939091e-01,5.000709662480623541e-01,5.000689475130319916e-01,5.000634352387566262e-01,5.000634765681158944e-01,5.000635063592475671e-01,5.000639310538610438e-01,5.000680989903528717e-01
6.022157954790025025e-01,5.703016814183586858e-01,5.524457779638005661e-01,5.366166915511175750e-01,5.261237650317122094e-01,5.191594936828870521e-01,5.135581158452857675e-01,5.087095316691082614e-01,5.058870868058082948e-01,5.038268973563305719e-01,5.023196245381175151e-01,5.013635621560197375e-01,5.008318517188383723e-01,5.004778874902843233e-01,5.002743642207060359e-01,5.001658611953908595e-01,5.001097137112221480e-01,5.000817156262232777e-01,5.000697717504377637e-01,5.000651357369946259e-01,5.000685424486608355e-01,5.000655395008668513e-01,5.000653686650755603e-01,5.000654395853446621e-01,5.000663247198646744e-01
5.964136997861492206e-01,5.663643127514619291e-01,5.484684468811792390e-01,5.368048144281942768e-01,5.257324669583348653e-01,5.181586365385330017e-01,5.123688222946291004e-01,5.080151770548664292e-01,5.052638710286438961e-01,5.035756574655742002e-01,5.022655193194298651e-01,5.013210035794944952e-01,5.007820657806006936e-01,5.004625605325783155e-01,5.002562415031134302e-01,5.001606192486008906e-01,5.001100042194338569e-01,5.000823672874649128e-01,5.000740593056134387e-01,5.000667768348460163e-01,5.000689840879878334e-01,5.000672856211708650e-01,5.000626502262783823e-01,5.000656394611225908e-01,5.000628021336949169e-01
5.876374363974882220e-01,5.613201759370451960e-01,5.474097881430527446e-01,5.327583597184121222e-01,5.246994831379838686e-01,5.170488060818666520e-01,5.113433795143085270e-01,5.076086475191763370e-01,5.049425473765315475e-01,5.033419645274178622e-01,5.020707495837496426e-01,5.012298187937230809e-01,5.007358585570764742e-01,5.004414509277705925e-01,5.002490545374159714e-01,5.001547917657773734e-01,5.001047056021147297e-01,5.000809026259313006e-01,5.000717933443893370e-01,5.000699618693061899e-01,5.000664677968554850e-01,5.000627480612973574e-01,5.000645002513438575e-01,5.000701085499584808e-01,5.000676969151587326e-01
5.806876321443623645e-01,5.585003494756762832e-01,5.437996950860027878e-01,5.318639924845153244e-01,5.212596882498881090e-01,5.154745154642632610e-01,5.108177765987803598e-01,5.071708787155676523e-01,5.047574740078644151e-01,5.030095618341385855e-01,5.018506009748502361e-01,5.012086298269875506e-01,5.006855870593089897e-01,5.003962037487605929e-01,5.002434482237677615e-01,5.001489622967452142e-01,5.001011602263010225e-01,5.000796974211241253e-01,5.000714802321338803e-01,5.000641835491701492e-01,5.000648660227110520e-01,5.000639368389232509e-01,5.000623728370283683e-01,5.000658866268774538e-01,5.000653698113937118e-01
5.753919631326399609e-01,5.534257059074854102e-01,5.419839752365449570e-01,5.293422426440418382e-01,5.208470408002753294e-01,5.143552174306244007e-01,5.099552386781128765e-01,5.066030434253419035e-01,5.043338257123154422e-01,5.027860189760362530e-01,5.017882156816791950e-01,5.010586755712370666e-01,5.006412769097806637e-01,5.003730408859211609e-01,5.002317172803310008e-01,5.001430605355116077e-01,5.000958221300215722e-01,5.000786115428024203e-01,5.000672237330664460e-01,5.000666318879659622e-01,5.000637884358207774e-01,5.000638195483164683e-01,5.000640701466889659e-01,5.000671252889187235e-01,5.000645160299201919e-01
5.692630825236059122e-01,5.512605298976708257e-01,5.355489288593635600e-01,5.274300743236824962e-01,5.186264577045534008e-01,5.135610633004480396e-01,5.089763331612217057e-01,5.062030715609873166e-01,5.041691259713572126e-01,5.027227556507123385e-01,5.015925730343513411e-01,5.009873906127636500e-01,5.005957930046601723e-01,5.003588468363443509e-01,5.002139939862437767e-01,5.001377707521578175e-01,5.000937935190249428e-01,5.000770212288988548e-01,5.000715053717154079e-01,5.000662116357600384e-01,5.000644460243645062e-01,5.000637738040861757e-01,5.000685862534332005e-01,5.000616577553210762e-01,5.000673492730003389e-01
5.632262400397919366e-01,5.484948850085578087e-01,5.339607585842895965e-01,5.250687018832028707e-01,5.181828528781106113e-01,5.121550775329890559e-01,5.083238622312893362e-01,5.056942820604962696e-01,5.038062502524720543e-01,5.023818544496013727e-01,5.015461382321203532e-01,5.009299659693916551e-01,5.005789128974800217e-01,5.003185601041784114e-01,5.002035401811659732e-01,5.001297632901905432e-01,5.000934022519081257e-01,5.000755626639652451e-01,5.000691853346912463e-01,5.000677851586793343e-01,5.000650962272101818e-01,5.000661289570804691e-01,5.000650812988977068e-01,5.000681209696443696e-01,5.000654385982733485e-01
5.597289750445024747e-01,5.420485216105688231e-01,5.310560138711351019e-01,5.238930598033183506e-01,5.166615444327627982e-01,5.110021547083388738e-01,5.079271290047165932e-01,5.053172686270636094e-01,5.034007478488025100e-01,5.021693521874199817e-01,5.014161234774556775e-01,5.008717503640763846e-01,5.005373389865743761e-01,5.003138700860241261e-01,5.001959225434781109e-01,5.001272626446956471e-01,5.000939683795786461e-01,5.000741480285283425e-01,5.000691844876725689e-01,5.000659958924402737e-01,5.000692204946477482e-01,5.000625124763280471e-01,5.000645600374323818e-01,5.000626115135590188e-01,5.000663491121171145e-01
