1.000000000000000000e+00,7.972373263281442579e-01,6.816418891012827608e-01,6.157995725123848185e-01,5.740740196041445031e-01,5.505807029017424359e-01,5.325783014829440498e-01,5.226427218380986783e-01,5.142674638896551631e-01,5.092064298328921046e-01,5.054823320344646875e-01,5.033199803053587384e-01,5.018512566693630328e-01,5.010408975564610845e-01,5.005671718671602655e-01,5.003193386157661626e-01,5.001706144808507615e-01,5.001078150301045966e-01,5.000812556629231631e-01,5.000714003830125653e-01,5.000666844107770626e-01,5.000655875036972287e-01,5.000636622536223097e-01,5.000690172707348280e-01,5.000660516959803958e-01
9.399797121842535796e-01,7.665852175435807769e-01,6.673314662138782882e-01,6.061320065045555650e-01,5.695033273937705198e-01,5.482502382798852825e-01,5.328959825246275539e-01,5.206393218928071498e-01,5.131517324321428486e-01,5.084544916237047074e-01,5.051560983877384503e-01,5.031720874068131844e-01,5.018174190620661168e-01,5.010255435836257210e-01,5.005553448414580275e-01,5.003086198940567275e-01,5.001683773276643930e-01,5.001058429295459629e-01,5.000776420524509769e-01,5.000697171802991337e-01,5.000635160718360783e-01,5.000615111787625189e-01,5.000647920546225089e-01,5.000683096337452671e-01,5.000692146729394105e-01
8.891906498161386008e-01,7.401069095859506008e-01,6.553742066554862911e-01,5.989149601998974282e-01,5.660320109760048624e-01,5.435898401819914127e-01,5.296510730372635534e-01,5.196082016077370191e-01,5.128788572878708596e-01,5.080218193321807130e-01,5.048043358027886063e-01,5.030685817344123789e-01,5.017921917813802368e-01,5.009769600236253506e-01,5.005206823684200668e-01,5.002820200317187327e-01,5.001649441695130704e-01,5.000995725740865483e-01,5.000803495302480473e-01,5.000686672797155508e-01,5.000638225401434767e-01,5.000640847698017977e-01,5.000651697166194065e-01,5.000649864399128175e-01,5.000641613526111140e-01
8.474728061991927408e-01,7.152637338217197049e-01,6.375486898942509528e-01,5.931828961271310430e-01,5.623920236671282602e-01,5.417152115758335773e-01,5.276881817412414355e-01,5.173216373275618674e-01,5.120745800493721189e-01,5.075417604617267209e-01,5.046936225781107899e-01,5.028015380782895338e-01,5.016408071207593133e-01,5.009425934044572370e-01,5.005169637391124748e-01,5.002777087491898644e-01,5.001543822015409591e-01,5.001043770816963052e-01,5.000834532613985806e-01,5.000726374021045029e-01,5.000674104720213009e-01,5.000662946429685896e-01,5.000648432624885675e-01,5.000639467757036494e-01,5.000690754348399159e-01
8.046621948820860126e-01,6.976672579610777580e-01,6.306353919567480038e-01,5.888518741440562643e-01,5.602155826574114483e-01,5.391204371722682076e-01,5.271050815775502052e-01,5.183361455627394365e-01,5.120162146835977035e-01,5.075597002526847090e-01,5.046444566735920345e-01,5.026870864662176253e-01,5.015616915188123581e-01,5.009220380056238486e-01,5.004860986914628773e-01,5.002683470374383878e-01,5.001531879109102352e-01,5.001023289089819857e-01,5.000788866195122750e-01,5.000713016134304967e-01,5.000662744850254970e-01,5.000653828233674325e-01,5.000642133156465441e-01,5.000661981600367234e-01,5.000651025462550248e-01
7.766499187721240816e-01,6.789025564260207091e-01,6.201289104443600264e-01,5.823365926986907581e-01,5.552778319256153061e-01,5.389936662967056424e-01,5.257976972307230046e-01,5.168257736389597623e-01,5.113027847742738219e-01,5.069801692841477969e-01,5.044412377704728945e-01,5.027342690706130268e-01,5.014964996422470733e-01,5.008690179918725560e-01,5.004858022420854979e-01,5.002598483578055699e-01,5.001567871149805722e-01,5.000996012966938409e-01,5.000787506090672574e-01,5.000671800413643009e-01,5.000720976945647323e-01,5.000665124034591180e-01,5.000657704399349424e-01,5.000655425240537744e-01,5.000681637785209244e-01
7.505719032784685663e-01,6.630966570032411633e-01,6.111770946790610060e-01,5.769689459837927803e-01,5.533728659900224445e-01,5.371090533133121570e-01,5.240668056805853903e-01,5.157675430075907563e-01,5.109171084926169559e-01,5.066176469707507346e-01,5.041945450667798534e-01,5.024909197357968482e-01,5.014566908220101649e-01,5.008056811886700821e-01,5.004650373637081762e-01,5.002543496183027294e-01,5.001482509279305821e-01,5.000951704409356546e-01,5.000780311082336782e-01,5.000704964798177166e-01,5.000642300214801494e-01,5.000654107386136582e-01,5.000641545659140208e-01,5.000679902784558317e-01,5.000652120704872639e-01
7.249107136063676071e-01,6.519987479288045229e-01,6.026482460468489677e-01,5.708630367059168709e-01,5.501877892745216103e-01,5.336456600262990957e-01,5.238406402100145298e-01,5.155544698799843228e-01,5.096585864154961065e-01,5.061944087880329013e-01,5.040445663789649977e-01,5.023000128090959748e-01,5.014314944531863549e-01,5.007667453086382947e-01,5.004323246931842162e-01,5.002401517913737106e-01,5.001422626996676613e-01,5.000956893471739662e-01,5.000753440626976021e-01,5.000630756291597478e-01,5.000688395079866400e-01,5.000640498246319288e-01,5.000625692049570636e-01,5.000677028891230558e-01,5.000677379559769209e-01
7.057052847177416322e-01,6.453617027413919294e-01,5.984478266780249855e-01,5.664001844603755442e-01,5.465857969646197301e-01,5.336180257628778678e-01,5.218135357540768515e-01,5.139048502083620740e-01,5.096102172513556905e-01,5.061351584415739735e-01,5.039372851162956524e-01,5.022319404203111626e-01,5.013816927659910938e-01,5.007456138876096308e-01,5.004092615872409722e-01,5.002292575481158687e-01,5.001409992944022553e-01,5.000972098014037082e-01,5.000731223951048188e-01,5.000688079170095834e-01,5.000683325107424526e-01,5.000649715903394688e-01,5.000685639903137414e-01,5.000662032289903136e-01,5.000648025938421171e-01
6.861630514231022993e-01,6.285655169828050504e-01,5.914579174682957907e-01,5.616743391987628620e-01,5.443749959624563095e-01,5.297832545198015719e-01,5.199145985938941061e-01,5.142720432732217350e-01,5.092012980828760638e-01,5.058204590163136727e-01,5.035623307852125086e-01,5.021237484026827014e-01,5.012616142470615044e-01,5.007199319524212600e-01,5.003882649772287694e-01,5.002222296404413848e-01,5.001323429557690270e-01,5.000959933528822399e-01,5.000750232658361938e-01,5.000677910111596125e-01,5.000652822154947330e-01,5.000639279176618546e-01,5.000629938786521622e-01,5.000699992965068619e-01,5.000662827371593622e-01
