,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.7563923270289242
2,0.14285714285714285,0.5832286465031116
3,0.21428571428571427,0.46292045094589196
4,0.2857142857142857,0.38148248405384827
5,0.3571428571428571,0.32798752492599476
6,0.42857142857142855,0.2940633591413097
7,0.5,0.27343752737938465
8,0.5714285714285714,0.2615322136491539
9,0.6428571428571428,0.25510498455481834
10,0.7142857142857142,0.25193815519868223
11,0.7857142857142857,0.2505756271448104
12,0.8571428571428571,0.2501084160899566
13,0.9285714285714285,0.25000678504942747
14,1.0,0.25000008998914375
