,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.6989616855496874
2,0.14285714285714285,0.5113447820551446
3,0.21428571428571427,0.39748750136747063
4,0.2857142857142857,0.33036401413689226
5,0.3571428571428571,0.29203247967884766
6,0.42857142857142855,0.270915893025025
7,0.5,0.259765729379066
8,0.5714285714285714,0.2541836754682742
9,0.6428571428571428,0.251584972300503
10,0.7142857142857142,0.25049826030814526
11,0.7857142857142857,0.2501152408224667
12,0.8571428571428571,0.2500150156022413
13,0.9285714285714285,0.25000050186978523
14,1.0,0.25000008998914375
